Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Occupation_Numeric,Credit_History_Age_Numeric,Payment_of_Min_Amount_Numeric,Payment_Behaviour_Numeric,Credit_Score_Numeric
34.0,29902.22,2230.851666666667,6,3,12,3.0,9,13.0,9.57,0.0,533.71,38.321830556692596,66.21032709571732,44.11332,352.7615,13,0,1,6,2
34.0,34486.08,2914.84,5,6,10,3.0,14,6.0,1.39,3.0,1423.18,26.56707823742484,67.97279467057083,68.366745,425.14447,2,252,2,6,2
34.0,34486.08,2914.84,5,6,10,3.0,9,6.0,-2.61,3.0,1423.18,36.4853929465942,67.97279467057083,253.83324,239.67796,2,252,2,6,2
34.0,34486.08,2914.84,5,6,10,3.0,14,6.0,-3.61,3.0,1423.18,31.652955067881432,67.97279467057083,220.7714,282.7398,2,252,2,5,2
34.0,12875.73,818.9775,6,5,15,4.0,2,16.0,2.57,1.0,52.94,32.77612731818066,39.65818841959681,32.988503,259.25107,1,336,2,2,2
34.0,12875.73,818.9775,6,5,15,4.0,5,19.0,0.57,1.0,52.94,39.166703461197855,39.65818841959681,55.14043,277.09912,1,336,2,4,2
34.0,12875.73,818.9775,6,5,15,4.0,5,17.0,0.57,1.0,52.94,32.22772935288679,39.65818841959681,41.513664,290.7259,1,348,2,4,3
34.0,40165.72,3588.143333333333,6,6,23,4.0,18,13.0,9.95,8.0,1812.84,33.3685689515315,87.49683501184771,58.99757,452.31992,11,120,1,3,2
34.0,32808.09,2968.0075,3,7,13,1.0,14,10.0,1.43,1.0,676.54,39.38975385019243,15.68867436807238,32.63653,498.47556,3,0,2,2,2
34.0,32808.09,2968.0075,3,7,13,1.0,16,13.0,-5.57,1.0,676.54,27.948200810359587,15.68867436807238,85.153625,455.95847,3,384,2,6,2
34.0,54265.54,4248.128333333333,3,5,5,2.0,25,13.0,4.78,5.0,545.37,38.90935917663988,82.10549979204414,87.91021,504.79712,14,276,2,2,2
34.0,54265.54,4248.128333333333,3,5,5,2.0,24,11.0,-1.22,5.0,545.37,36.796999345881595,82.10549979204414,97.505196,505.20215,14,276,2,1,1
34.0,67408.06,5813.338333333332,5,3,6,3.0,11,7.0,9.74,3.0,960.09,27.85720456579389,159.28263872391864,192.8125,479.2387,8,252,2,2,1
34.0,67408.06,5813.338333333332,5,3,6,3.0,12,8.0,9.74,3.0,960.09,23.742573543035284,159.28263872391864,250.31938,441.7318,2,264,2,6,1
34.0,67408.06,5813.338333333332,5,3,6,3.0,11,10.0,9.74,3.0,960.09,36.427558282217795,159.28263872391864,161.65375,520.39746,8,264,2,1,2
34.0,17645.66,1671.4716666666666,4,9,25,5.0,17,8.0,18.7,9.0,1820.55,26.250417877772747,49.18230394828079,40.247772,327.7171,12,240,1,2,3
34.0,16596.385,1659.032083333333,8,5,8,4.0,24,16.0,9.98,0.0,1411.25,31.04410798663443,35.644491326223346,22.352438,347.90628,6,216,1,3,2
34.0,16596.385,1659.032083333333,8,5,8,4.0,24,17.0,9.98,0.0,1411.25,24.491873041645388,35.644491326223346,146.76672,273.492,6,0,1,4,2
34.0,16596.385,1659.032083333333,8,5,8,4.0,25,13.0,9.98,3.0,1411.25,32.57450142619469,35.644491326223346,191.72493,228.53378,6,216,1,4,2
34.0,34798.82,3019.901666666666,7,10,20,9.0,37,18.0,19.74,11.0,2801.86,31.687573553482608,257.24583197717067,39.15797,255.58636,15,132,1,2,2
34.0,34798.82,3019.901666666666,7,10,20,9.0,40,18.0,24.74,11.0,2801.86,28.166652941764866,257.24583197717067,202.14459,122.59974,15,144,1,5,2
34.0,34798.82,3019.901666666666,7,10,20,9.0,35,18.0,19.74,11.0,2801.86,26.90647338583212,257.24583197717067,267.45728,57.287056,15,144,1,5,2
34.0,29902.72,2676.893333333333,4,7,8,2.0,21,12.0,17.84,4.0,1044.88,37.252596686302965,43.67250295908273,261.26837,252.74844,8,372,1,4,2
34.0,29902.72,2676.893333333333,4,7,8,2.0,21,12.0,17.84,4.0,1044.88,25.233375982961782,43.67250295908273,212.92384,301.093,8,384,3,4,2
34.0,29902.72,2676.893333333333,4,7,8,2.0,21,12.0,17.84,4.0,1044.88,38.4573761910802,43.67250295908273,100.92527,393.09155,8,384,1,6,2
34.0,29902.72,2676.893333333333,4,7,8,2.0,21,12.0,17.84,4.0,1044.88,27.999426612158462,43.67250295908273,234.70978,259.30707,8,384,3,6,2
34.0,29902.72,2676.893333333333,4,7,8,2.0,21,12.0,17.84,4.0,1044.88,35.13632348100004,43.67250295908273,174.74625,309.2706,8,384,1,1,2
34.0,29902.72,2676.893333333333,4,7,8,2.0,21,12.0,17.84,5.0,1044.88,31.48008896975174,43.67250295908273,86.88631,407.13052,8,0,1,6,2
34.0,34700.16,3075.6800000000007,7,6,30,5.0,15,20.0,8.55,10.0,1900.43,28.320896303917433,109.50299762279491,28.71577,409.34924,8,96,1,3,3
34.0,82565.52,6917.46,3,7,6,3.0,15,10.0,21.37,5.0,445.9,35.93908103591757,164.1610445418341,155.99168,611.59326,12,192,1,3,2
34.0,82565.52,6917.46,3,7,6,3.0,15,10.0,19.37,5.0,445.9,34.47176228267075,164.1610445418341,58.73501,708.85,12,192,1,3,2
34.0,82565.52,6917.46,3,7,6,3.0,15,10.0,19.37,5.0,445.9,30.464171963687047,164.1610445418341,115.814125,651.7708,12,204,1,3,2
34.0,33836.13,2589.6775,3,4,6,1.0,23,10.0,9.97,1.0,736.71,34.898040575408125,21.12913970725474,280.87717,246.96144,7,264,2,4,3
34.0,33836.13,2589.6775,3,4,6,1.0,23,8.0,15.97,1.0,736.71,39.16620837899039,21.12913970725474,84.5568,433.2818,7,264,2,5,3
34.0,14634.1,1406.5083333333334,10,7,20,6.0,33,15.0,3.2,12.0,2638.42,38.63222259422636,47.83549587120697,77.155876,295.65945,7,72,1,5,3
34.0,14634.1,1406.5083333333334,10,7,20,6.0,33,12.0,-3.8,12.0,2638.42,26.43730760191453,47.83549587120697,51.199867,291.61548,7,72,1,2,3
34.0,14634.1,1406.5083333333334,10,7,20,6.0,33,15.0,3.2,12.0,2638.42,35.494493151655156,47.83549587120697,168.40102,214.41432,7,72,1,4,3
34.0,34758.2,2979.5166666666664,1,2,6,3.0,3,6.0,4.81,1.0,1005.29,38.161412501606776,79.56813193494618,393.7895,114.59405,5,240,2,4,1
34.0,34758.2,2979.5166666666664,1,2,6,3.0,3,4.0,10.81,1.0,1005.29,27.401985109930983,79.56813193494618,274.5083,233.87523,5,240,2,4,1
34.0,17346.16,1607.513333333333,8,9,25,5.0,54,10.0,17.45,6.0,2528.51,34.335448019732745,58.231465775939185,211.57721,180.94266,7,0,3,4,3
34.0,17346.16,1607.513333333333,8,9,25,5.0,52,10.0,10.45,6.0,2528.51,25.062701730138865,58.231465775939185,48.39784,304.12204,7,84,1,2,3
34.0,17346.16,1607.513333333333,8,9,25,5.0,52,10.0,10.45,7.0,2528.51,35.25776982197525,58.231465775939185,192.67497,199.8449,7,0,3,4,3
34.0,61634.54,4957.211666666667,3,2,9,2.0,12,3.0,3.53,1.0,793.77,35.20619506557054,68.85671805539175,131.71825,545.1462,4,348,2,2,2
34.0,61634.54,4957.211666666667,3,2,9,2.0,9,1.0,10.53,1.0,793.77,39.69261624639105,68.85671805539175,136.03838,540.82605,4,348,2,2,1
34.0,115324.62,9772.385,2,5,8,4.0,9,6.0,5.5,3.0,1316.45,40.506395476913774,199.25125980012183,380.2486,657.73865,4,276,2,1,2
34.0,20607.78,1453.3149999999996,3,6,15,7.0,26,22.0,10.18,12.0,1441.67,27.679444632553228,98.82095878080095,145.69989,190.81065,14,60,1,4,3
34.0,20607.78,1453.3149999999996,3,6,15,7.0,28,19.0,10.18,12.0,1441.67,34.74199348119287,98.82095878080095,60.2459,276.26465,14,60,1,4,3
34.0,20607.78,1453.3149999999996,3,6,15,7.0,28,19.0,7.18,14.0,1441.67,34.9032500385799,98.82095878080095,58.81661,257.69394,14,0,3,6,3
34.0,35822.34,2995.195,0,2,3,3.0,7,1.0,10.26,0.0,419.31,31.29246019476823,76.3844895844155,151.50264,341.6324,5,252,2,6,2
34.0,9643.265,829.6054166666668,9,6,17,8.0,31,17.0,16.95,10.0,2836.9,37.677954332828776,43.11790278678445,29.532005,290.31064,12,48,1,5,3
34.0,9643.265,829.6054166666668,9,6,17,8.0,31,20.0,16.95,10.0,2836.9,26.024545972421883,43.11790278678445,75.721115,254.12152,8,60,1,4,2
34.0,9643.265,829.6054166666668,9,6,17,8.0,31,19.0,16.95,10.0,2836.9,23.948728136390216,43.11790278678445,20.846394,258.99625,12,60,1,3,2
34.0,9643.265,829.6054166666668,9,6,17,8.0,36,17.0,16.95,14.0,2836.9,28.805905334477977,43.11790278678445,24.582617,295.26,12,60,1,5,2
34.0,9643.265,829.6054166666668,9,6,17,8.0,31,14.0,16.95,14.0,2836.9,37.73429073141778,43.11790278678445,55.626904,274.21573,12,60,1,4,3
34.0,57744.68,4824.056666666666,4,6,9,4.0,9,10.0,7.29,2.0,674.36,33.519572002964765,189.7556355746508,239.75241,312.8976,2,264,2,1,2
34.0,57744.68,4824.056666666666,4,6,9,4.0,8,13.0,3.29,2.0,674.36,34.909092116277186,189.7556355746508,129.51721,423.1328,2,264,2,1,2
34.0,57744.68,4824.056666666666,4,6,9,4.0,8,10.0,3.29,6.0,674.36,36.9814314802969,189.7556355746508,56.146072,486.50397,2,0,2,2,2
34.0,57744.68,4824.056666666666,4,6,9,4.0,8,12.0,3.29,6.0,674.36,30.74939416161416,189.7556355746508,178.39014,364.2599,2,276,2,2,2
34.0,8108.77,535.7308333333334,6,3,34,6.0,13,18.0,10.62,11.0,2004.87,33.132139791716234,29.75018094512929,31.756989,282.06592,2,60,1,4,3
34.0,8108.77,535.7308333333334,6,3,34,6.0,13,16.0,10.62,11.0,2004.87,33.367023975618054,29.75018094512929,52.118927,261.70398,2,60,1,4,3
34.0,8108.77,535.7308333333334,6,3,34,6.0,13,16.0,10.62,11.0,2004.87,37.75024748485453,29.75018094512929,13.49872,280.3242,8,60,1,6,3
34.0,8108.77,535.7308333333334,6,3,34,6.0,13,16.0,10.62,11.0,2004.87,25.715027969049892,29.75018094512929,29.252281,274.57062,2,60,1,5,3
34.0,65076.0,5160.0,3,5,4,4.0,9,10.0,4.29,4.0,451.78,24.52938188861332,216.28942161757058,282.91086,276.7997,4,264,3,1,2
34.0,65076.0,5160.0,3,5,4,4.0,9,8.0,4.29,4.0,451.78,24.638780526459236,216.28942161757058,65.747955,483.96262,4,264,2,2,2
34.0,65076.0,5160.0,3,5,4,4.0,9,8.0,4.29,4.0,451.78,28.906304829826173,216.28942161757058,175.09576,414.6148,4,264,2,4,2
34.0,65076.0,5160.0,3,5,4,4.0,9,10.0,4.29,4.0,451.78,29.146505713051518,216.28942161757058,64.69818,475.0124,4,264,2,3,2
34.0,65076.0,5160.0,3,5,4,4.0,9,12.0,4.29,4.0,451.78,37.45095565395104,216.28942161757058,105.452896,454.2577,4,264,2,1,2
34.0,9706.79,580.8991666666667,4,7,29,6.0,17,20.0,20.4,9.0,2173.71,26.6920121445464,27.176563837655248,56.50797,264.4054,7,180,1,4,3
34.0,9706.79,580.8991666666667,4,7,29,6.0,17,20.0,15.4,10.0,2173.71,35.43070510738639,27.176563837655248,13.54695,267.3664,7,192,3,2,2
34.0,17785.93,1684.1608333333334,3,7,1,2.0,8,10.0,1.74,2.0,849.81,38.40076517988457,14.921846853149988,61.625587,341.86865,8,300,2,2,2
34.0,17785.93,1684.1608333333334,3,7,1,2.0,8,11.0,1.74,6.0,849.81,31.053637137610014,14.921846853149988,95.972946,317.5213,8,300,2,1,2
34.0,17785.93,1684.1608333333334,3,7,1,2.0,9,10.0,1.74,6.0,849.81,26.156204023339672,14.921846853149988,83.97443,359.5198,8,312,2,4,2
34.0,37029.04,3308.7533333333336,6,7,26,5.0,37,25.0,15.22,10.0,2221.05,39.732536982003104,117.13925031635486,52.047676,401.68842,7,132,1,3,3
34.0,37029.04,3308.7533333333336,6,7,26,5.0,36,23.0,12.22,4.0,2221.05,29.76863641886181,117.13925031635486,200.896,302.8401,7,132,1,6,3
34.0,37029.04,3308.7533333333336,6,7,26,5.0,37,26.0,13.22,10.0,2221.05,23.098771761345013,117.13925031635486,136.95775,326.77835,7,144,1,2,3
34.0,14985.46,1049.7883333333332,7,4,9,7.0,29,11.0,17.67,4.0,1877.48,37.64378982921567,76.60426038622924,101.48758,216.887,14,60,1,4,2
34.0,14985.46,1049.7883333333332,7,4,9,7.0,32,11.0,17.67,8.0,1877.48,23.846325026439533,76.60426038622924,74.98974,243.38483,14,72,1,4,2
34.0,19303.21,1437.6008333333332,6,5,28,7.0,16,17.0,9.44,11.0,2682.53,35.301594591972005,107.54692577402001,144.40477,171.80838,9,180,1,5,2
34.0,19303.21,1437.6008333333332,6,5,28,7.0,13,18.0,9.44,11.0,2682.53,26.605550282157818,107.54692577402001,98.385254,197.82791,9,180,3,1,2
34.0,19303.21,1437.6008333333332,6,5,28,7.0,11,18.0,13.44,11.0,2682.53,28.13570238456961,107.54692577402001,112.62834,203.58481,9,180,1,5,3
34.0,10392.095,1127.0079166666665,3,9,28,3.0,30,12.0,15.31,8.0,2684.33,27.534906047945533,17.651307267059945,16.397055,318.65244,11,180,1,3,3
34.0,10392.095,1127.0079166666665,3,9,28,3.0,26,9.0,15.31,8.0,2684.33,23.625604811317423,17.651307267059945,97.48537,287.56412,8,180,1,4,3
34.0,10392.095,1127.0079166666665,3,9,28,3.0,25,9.0,20.31,8.0,2684.33,33.16964229504668,17.651307267059945,66.40048,318.64902,8,180,1,4,3
34.0,10392.095,1127.0079166666665,3,9,28,3.0,29,9.0,15.31,8.0,2684.33,35.54725077178918,17.651307267059945,40.354473,324.695,11,180,1,6,3
34.0,49056.09,4254.0075,7,8,19,3.0,32,20.0,10.29,12.0,1336.77,40.94971450449479,116.69506916913977,149.0579,409.64777,12,72,1,2,3
34.0,49056.09,4254.0075,7,8,19,3.0,27,20.0,6.29,12.0,1336.77,31.432173257003452,116.69506916913977,263.91077,334.7949,12,72,1,4,3
34.0,49056.09,4254.0075,7,8,19,3.0,27,20.0,6.29,12.0,1336.77,31.721021697863197,116.69506916913977,129.9181,438.78757,12,72,1,1,2
34.0,61614.58,5325.548333333333,5,5,10,2.0,17,18.0,19.41,4.0,1047.98,38.28373080060457,85.8860471624414,165.29842,541.37036,9,228,1,1,2
34.0,61614.58,5325.548333333333,5,5,10,2.0,15,15.0,19.41,4.0,1047.98,38.26577188082899,85.8860471624414,116.82993,569.83887,9,228,1,3,2
34.0,61614.58,5325.548333333333,5,5,10,2.0,19,16.0,21.41,4.0,1047.98,35.07427618019574,85.8860471624414,66.47259,630.1962,9,228,3,2,2
34.0,61614.58,5325.548333333333,5,5,10,2.0,14,18.0,13.41,4.0,1047.98,36.90311509522132,85.8860471624414,233.4522,503.21658,9,240,1,4,2
34.0,22311.99,1577.3325000000002,4,5,4,3.0,13,2.0,8.27,3.0,104.09,29.248551614689692,38.235269933063904,153.0122,246.48578,6,336,2,5,1
34.0,22311.99,1577.3325000000002,4,5,4,3.0,13,2.0,8.27,6.0,104.09,28.584153961312172,38.235269933063904,82.14414,327.35385,6,348,2,4,1
34.0,22311.99,1577.3325000000002,4,5,4,3.0,11,2.0,10.27,6.0,104.09,22.93993569793755,38.235269933063904,202.16193,207.33606,6,348,3,4,2
34.0,22311.99,1577.3325000000002,4,5,4,3.0,13,1.0,8.27,6.0,104.09,38.512420418379435,38.235269933063904,201.27968,208.21829,8,0,3,4,1
34.0,69955.56,5675.63,8,6,6,0.0,14,19.0,12.93,8.0,552.5,40.07046873557452,0.0,169.2781,648.2849,2,288,3,2,2
34.0,69955.56,5675.63,8,6,6,0.0,14,19.0,12.93,8.0,552.5,39.34476364696985,0.0,390.04852,437.5145,2,288,1,6,2
34.0,69955.56,5675.63,8,6,6,0.0,16,19.0,12.93,8.0,552.5,30.93584411635432,0.0,205.63806,631.9249,2,288,1,6,2
34.0,57047.52,4526.96,4,5,8,3.0,26,15.0,8.24,4.0,2201.14,38.21209225841704,129.16175806802985,122.234116,451.30014,11,192,3,2,2
34.0,13309.51,836.1258333333333,3,7,13,4.0,17,19.0,19.56,4.0,762.58,27.966453488006515,37.52753109129994,89.4539,246.63115,10,324,1,4,2
34.0,13309.51,836.1258333333333,3,7,13,4.0,17,19.0,19.56,4.0,762.58,25.692795909564232,37.52753109129994,108.43149,227.65356,10,324,1,4,2
34.0,21509.645,1639.4704166666668,4,1,4,1.0,4,4.0,5.77,4.0,73.61,32.107223551397546,9.168931261835741,131.54005,313.23807,2,348,2,4,1
34.0,21509.645,1639.4704166666668,4,1,4,1.0,4,4.0,5.77,4.0,73.61,32.94867171980545,9.168931261835741,152.75052,292.0276,2,0,2,4,2
34.0,21509.645,1639.4704166666668,4,1,4,1.0,4,7.0,5.77,8.0,73.61,27.094869196338173,9.168931261835741,68.01502,376.7631,2,348,3,4,1
34.0,21509.645,1639.4704166666668,4,1,4,1.0,4,4.0,5.77,8.0,73.61,32.87437339198193,9.168931261835741,25.312088,379.46603,2,348,2,2,1
34.0,10732.78,1117.3983333333335,6,6,15,2.0,16,15.0,8.24,6.0,915.78,32.130004212001054,11.438275858492744,40.819187,339.48236,6,192,1,5,2
34.0,29409.66,2579.805,5,1,6,2.0,8,5.0,2.42,0.0,301.38,32.687840358133734,35.001842611016556,205.81596,287.1627,13,372,3,6,1
34.0,40924.81,3469.400833333333,3,5,4,3.0,5,2.0,10.68,0.0,1204.84,31.559027956300554,68.38487777158893,186.82489,361.73032,15,324,2,6,1
34.0,40924.81,3469.400833333333,3,5,4,3.0,5,1.0,8.68,0.0,1204.84,35.0376466240768,68.38487777158893,369.0137,199.54152,15,0,2,4,2
34.0,15093.63,1479.8025,10,10,26,7.0,48,22.0,17.41,12.0,2684.55,24.12059816639902,54.67387656069775,70.96135,282.34503,5,108,1,1,3
34.0,15093.63,1479.8025,10,10,26,7.0,48,20.0,19.41,4.0,2684.55,29.94949197924157,54.67387656069775,108.0098,275.29657,5,120,3,4,3
34.0,15093.63,1479.8025,10,10,26,7.0,52,17.0,17.41,12.0,2684.55,27.87986613293701,54.67387656069775,145.05641,238.24997,5,120,1,4,3
34.0,17738.305,1419.1920833333334,7,4,13,1.0,18,11.0,12.9,6.0,661.03,35.94506561714571,11.737738329068439,55.510067,354.67142,8,252,1,5,2
34.0,17738.305,1419.1920833333334,7,4,13,1.0,18,11.0,12.9,11.0,661.03,28.02174121253352,11.737738329068439,36.376484,353.805,8,252,1,6,2
34.0,19810.744,1506.8954166666665,1,4,11,3.0,1,10.0,2.47,4.0,227.12,26.26826110624768,40.600457544492116,97.48308,292.60602,14,264,3,5,2
34.0,19810.744,1506.8954166666665,1,4,11,3.0,1,11.0,2.47,4.0,227.12,39.06084799026906,40.600457544492116,37.976044,312.11304,14,264,2,3,2
34.0,32296.78,2655.398333333333,7,9,17,7.0,27,12.0,11.16,12.0,2156.15,31.676243649784713,118.4394645173125,67.67791,329.42245,13,156,1,2,2
34.0,32296.78,2655.398333333333,7,9,17,7.0,32,15.0,11.16,12.0,2156.15,40.11908046277946,118.4394645173125,199.79822,237.30215,13,156,1,4,3
34.0,32296.78,2655.398333333333,7,9,17,7.0,30,15.0,16.16,12.0,2156.15,31.376487924369954,118.4394645173125,104.00288,293.0975,13,156,1,2,3
34.0,31820.56,2520.7133333333336,7,6,8,1.0,23,15.0,8.44,2.0,1394.06,36.65699685142712,17.299831962391277,81.93858,422.83292,2,300,1,6,2
34.0,31820.56,2520.7133333333336,7,6,8,1.0,23,14.0,8.44,2.0,1394.06,26.90264322702535,17.299831962391277,255.55312,259.21838,2,300,1,5,2
34.0,40295.72,3627.976666666667,2,4,5,3.0,17,1.0,7.04,4.0,457.44,31.014449258416647,77.09602411267181,154.17839,391.52325,8,204,2,1,3
34.0,40295.72,3627.976666666667,2,4,5,3.0,16,1.0,10.04,5.0,457.44,39.848267435753996,77.09602411267181,142.78755,402.9141,8,204,2,1,3
34.0,40295.72,3627.976666666667,2,4,5,3.0,16,-1.0,4.04,5.0,457.44,38.524391561005416,77.09602411267181,364.26813,201.4335,8,216,2,5,3
34.0,58248.33,4722.0275,8,6,33,5.0,25,22.0,18.38,12.0,1528.09,25.24879182265256,213.87653795674396,180.39111,347.93512,6,72,1,6,3
34.0,58248.33,4722.0275,8,6,33,5.0,25,22.0,18.38,12.0,1528.09,39.94977527115989,213.87653795674396,264.48627,253.83995,6,72,1,1,2
34.0,58248.33,4722.0275,8,6,33,5.0,25,22.0,18.38,12.0,1528.09,35.46328226938479,213.87653795674396,236.41856,311.90765,6,72,1,4,2
34.0,58248.33,4722.0275,8,6,33,5.0,25,22.0,18.38,12.0,1528.09,28.32515380889676,213.87653795674396,186.4846,331.8416,8,84,1,1,3
34.0,58248.33,4722.0275,8,6,33,5.0,25,23.0,18.38,12.0,1528.09,25.79876961037076,213.87653795674396,62.981533,445.34467,6,0,1,2,3
34.0,38742.26,3029.521666666667,4,4,10,2.0,9,2.0,5.01,2.0,1313.0,39.42278710377893,40.71626838917785,252.81833,299.41757,13,0,2,4,2
34.0,38742.26,3029.521666666667,4,4,10,2.0,9,2.0,5.01,2.0,1313.0,26.18222131977564,40.71626838917785,65.283806,446.9521,13,372,2,6,2
34.0,8956.355,812.3629166666666,9,6,30,9.0,49,18.0,18.14,8.0,2923.69,31.488254399033274,50.794625910611906,30.803514,269.63815,3,156,1,6,2
34.0,8956.355,812.3629166666666,9,6,30,9.0,49,19.0,18.14,8.0,2923.69,29.965739787703537,50.794625910611906,71.03403,239.40764,3,156,1,5,1
34.0,8956.355,812.3629166666666,9,6,30,9.0,49,20.0,18.14,8.0,2923.69,31.73638471104744,50.794625910611906,75.68861,234.75307,3,156,3,5,1
34.0,17823.25,1638.270833333333,7,10,30,6.0,23,15.0,26.45,6.0,3174.97,32.834928114355634,80.39427073792389,101.10415,242.32866,1,24,1,1,2
34.0,17823.25,1638.270833333333,7,10,30,6.0,23,17.0,21.45,6.0,3174.97,27.83899241195817,80.39427073792389,166.64096,206.79185,1,24,1,4,3
34.0,17823.25,1638.270833333333,7,10,30,6.0,23,15.0,26.45,6.0,3174.97,25.72208303639188,80.39427073792389,54.94818,278.48462,1,24,1,2,3
34.0,17823.25,1638.270833333333,7,10,30,6.0,23,15.0,26.45,6.0,3174.97,26.396060728958766,80.39427073792389,74.25292,269.1799,1,24,1,6,3
34.0,17823.25,1638.270833333333,7,10,30,6.0,23,15.0,26.45,11.0,3174.97,38.05738842964812,80.39427073792389,51.66609,301.76672,1,24,1,6,3
34.0,56404.84,4600.403333333333,7,9,27,5.0,26,17.0,17.89,9.0,2849.38,32.12440832689715,190.8023569742117,204.74162,354.49634,5,60,1,4,2
34.0,78156.39,6526.0325,5,7,8,4.0,12,20.0,6.34,4.0,884.79,24.568862319985925,154.79813836992918,224.86441,522.9407,2,0,3,2,1
34.0,78156.39,6526.0325,5,7,8,4.0,9,20.0,6.34,4.0,884.79,30.091374405572648,154.79813836992918,128.32973,609.4754,2,288,2,3,1
34.0,78156.39,6526.0325,5,7,8,4.0,9,20.0,11.34,4.0,884.79,32.41647850868602,154.79813836992918,210.99136,556.8138,2,288,2,6,2
34.0,38542.22,3351.851666666667,3,4,5,4.0,15,14.0,7.94,6.0,674.21,28.81288530488264,85.62579657644783,49.084015,440.47534,11,372,1,3,2
34.0,38542.22,3351.851666666667,3,4,5,4.0,13,14.0,7.94,7.0,674.21,35.76325407203271,85.62579657644783,302.50262,237.05675,11,0,1,4,2
34.0,38542.22,3351.851666666667,3,4,5,4.0,15,14.0,7.94,7.0,674.21,37.52186267074954,85.62579657644783,70.66283,418.89655,11,372,3,3,2
34.0,38542.22,3351.851666666667,3,4,5,4.0,15,14.0,7.94,7.0,674.21,31.37740108884677,85.62579657644783,167.22423,352.33514,11,372,1,6,2
34.0,31302.34,2855.528333333333,6,9,33,5.0,47,28.0,14.85,11.0,1264.21,25.346089500807913,77.32601844176902,156.484,311.74283,11,72,1,1,3
34.0,69956.92,5530.743333333333,6,6,23,5.0,29,24.0,18.89,10.0,2338.26,28.087121435719578,152.88801626517255,47.497322,592.689,9,192,1,3,3
34.0,69956.92,5530.743333333333,6,6,23,5.0,24,24.0,16.89,10.0,2338.26,26.680870280523024,152.88801626517255,210.79292,439.3934,9,192,3,2,3
34.0,69956.92,5530.743333333333,6,6,23,5.0,24,24.0,16.89,11.0,2338.26,27.78564297576825,152.88801626517255,134.48523,515.7011,9,192,1,2,3
34.0,21803.94,1782.995,5,6,20,4.0,30,15.0,4.21,3.0,29.16,30.569718891367465,41.61953908733073,130.59467,286.0853,8,372,2,5,2
34.0,60574.48,5338.873333333334,6,10,24,2.0,29,13.0,7.41,11.0,1304.08,37.359602165290454,94.27304419553396,180.09427,519.52,8,84,1,1,3
34.0,60574.48,5338.873333333334,6,10,24,2.0,27,12.0,7.41,11.0,1304.08,30.120167819912677,94.27304419553396,181.2405,508.37378,8,0,1,2,3
34.0,60574.48,5338.873333333334,6,10,24,2.0,26,15.0,7.41,11.0,1304.08,39.06032116847144,94.27304419553396,61.905365,627.7089,8,84,1,2,3
34.0,10329.855,1121.82125,4,8,24,2.0,29,9.0,17.08,9.0,2549.63,22.10467933981442,14.6634345471313,143.51349,244.00519,3,84,1,4,3
34.0,10329.855,1121.82125,4,8,24,2.0,24,9.0,17.08,14.0,2549.63,30.04567147519897,14.6634345471313,119.85004,267.66867,3,96,1,4,3
34.0,10329.855,1121.82125,4,8,24,2.0,24,9.0,17.08,14.0,2549.63,26.73801624244945,14.6634345471313,44.94594,302.57275,3,96,1,2,3
34.0,21709.07,2078.0891666666666,3,4,8,0.0,7,0.0,11.52,3.0,1047.3,25.778423413582892,0.0,96.55574,371.25317,8,288,2,1,1
34.0,21709.07,2078.0891666666666,3,4,8,0.0,8,0.0,11.52,3.0,1047.3,33.78051302039783,0.0,185.61049,292.19843,8,288,2,6,1
34.0,21709.07,2078.0891666666666,3,4,8,0.0,8,0.0,11.52,7.0,1047.3,34.35957252534026,0.0,59.941856,397.86707,8,288,2,2,1
34.0,21709.07,2078.0891666666666,3,4,8,0.0,8,-2.0,11.52,7.0,1047.3,38.97538244795825,0.0,163.00684,314.80206,8,288,2,6,1
34.0,21709.07,2078.0891666666666,3,4,8,0.0,8,-3.0,11.52,7.0,1047.3,23.437809123962715,0.0,151.10286,336.70605,8,288,2,5,1
34.0,66092.25,5563.6875,4,3,16,4.0,28,11.0,8.93,5.0,1209.6,40.77766982617469,150.0105461755896,118.3948,537.9634,6,0,1,2,2
34.0,66092.25,5563.6875,4,3,16,4.0,28,9.0,8.93,5.0,1209.6,28.293930115849534,150.0105461755896,239.22275,457.13547,6,108,1,4,2
34.0,66092.25,5563.6875,4,3,16,4.0,28,11.0,8.93,5.0,1209.6,31.758854599037285,150.0105461755896,118.59499,527.7632,6,108,1,3,2
34.0,66092.25,5563.6875,4,3,16,4.0,28,11.0,8.93,5.0,1209.6,37.540477472923676,150.0105461755896,62.12339,594.2348,6,108,1,2,2
34.0,16609.08,1524.09,4,5,20,1.0,17,19.0,0.99,4.0,606.57,30.928891719722213,13.544572983683068,79.76735,349.09708,2,360,2,4,2
34.0,16609.08,1524.09,5,6,20,1.0,17,20.0,0.99,4.0,606.57,23.52790479149744,13.544572983683068,87.215065,331.64935,2,360,3,5,2
34.0,20058.555,1817.54625,5,3,4,3.0,12,6.0,1.69,3.0,390.98,35.664218941821545,35.39825995212125,158.89111,277.46524,11,180,2,4,1
